,index,Tweet,HS
236,236,wajar kalau hasto kata sepe i itu karena mana mana yang usung itu calon presiden bukan calon wakil presiden kalau syarat kapan untuk dukung ganjar pranowo bagai calon presiden dengan calon wakil presiden erick thohir ya mending laut saja,NON_HATE
237,237,hidup anies baswedan zon moga saja 2024 nanti anies bisa kalah prabowo dan ganjar jadi presiden,HATE
238,238,tindak keluarga monggot pak ganjar desa ngasem 08 buat sumur pak biar maro tidak ksulitan air,HATE
239,239,majelis zikir di banten deklarasi dukung untuk ganjar pranowo,HATE
240,240,kalau untuk penting rakyat nama tugas rakyat ganjar pranowo dapat ingat keras dari megawati awas kalau kamu enggak bicara tugas pak ai,NON_HATE
241,241,woi mas ganjar jangan asyiiik sibuk kampanye bagi bagi duit amp sembako tinggal tugas terus asyik joget2 tiktok saja itu urus kantor dewan pimpin cabang partai demokrasi indonesia juang cirebon itu segel milik sudah berapa tahun tidak bayar malu malu saja,NON_HATE
242,242,erickthohirnews kapan tunjuk erick thohir jadi calon wakil presiden ganjar pranowo begini kata partai demokrasi indonesia juang bangkitbersamaet,HATE
243,243,kamu sudah tidak hak atas waris bapak karena semua aset di rumah ini sudah alih atas nama gumam sih meng dalam hati,NON_HATE
244,244,lo kok kamu masih bersih meng ayo sana ikut main lumpur sama bapak,HATE
245,245,alas yaitu 1 karena anak presiden wali kota solo 2 wali kota kota ikut dukung dia makanya jadi ketua pssi 3 sekali promosi ganjar buat jadi calon gubernur jawa tengah atau jaka a 4 ada sudah balik bakwan,NON_HATE
246,246,sekarang paham kenapa ganjar tolak israel,HATE
247,247,rakyat tidak panik apalagi kadrun ada 87 persen dari jumlah duduk indonesia yang panik itu adalah ganjar karena takut dua tidak harmonis lalu pisah kuat pak ai dan kuat perintah untuk dukung diri sendiri paham,NON_HATE
248,248,mari kita dukung ganjar calon presiden 2024 kita merah kota cirebon,NON_HATE
249,249,pimpin yang humble banget pak ganjar ini,NON_HATE
250,250,tapi tetap saja banyak yang nyinyir bu megawati bukan lihat bagaimana besar hati bu megawati pilih ganjar dan tidak paksa anak,HATE
251,251,kalau di tanyak pilih siapa,NON_HATE
252,252,tukang survei sekaligus sales ganjar haha,NON_HATE
253,253,suara ekofeminisme rawan srikandi ganjar bikin gera tanam pohon di cianjur,HATE
254,254,tidak usah serang yang lain weh fokus di pak ganjar saja biar yang tidak resmi saja bagi counter,NON_HATE
255,255,momen ganjar dan erick thohir terbang lampion di borobudur,HATE
256,256,gue rakyat orang cilik pilih ganjar,HATE
257,257,belum dapat sawer saja banyak mbheekkkk nya sedikit di sawer ganjar lembek leher,HATE
258,258,ganjar iya,HATE
259,259,cara karakter dari alam saya pernah ketemu pak ganjar sih tidak perlu ragu orang dan tidak beda beda orang juga,NON_HATE
260,260,bagai dukung justru malah bikin malu pak akun akun sepe i ini yang bikin blunder pak ganjar,NON_HATE
261,261,yakin dulu ah,NON_HATE
262,262,kecut selalu buat opini belum ada putus,NON_HATE
263,263,istirahat news ganjar pranowo hadir acara konsolidasi partai demokrasi indonesia juang daerah khusus ibukota jaka a youtube,HATE
264,264,bang ali apakah mungkin jokowi rekan amp fam dengan pikul beban amat sangat sangat berat di pundak serah begitu saja kekuasaanya meski pada prabowo atau ganjar apa jamin nya jokowi rekan amp fam aman filosofi guru kencing diri murid kencing lari masih laku kan,HATE
265,265,momen ganjar dapat gelar khusus dari laskar agung macan ali cirebon,NON_HATE
266,266,oh jadi ganjar itu cuma boneka though harus ikut katut apa kata mega begitu kasihan ganjar cuma tugas kayak kacung tunggu perintah bos itu megawati yang atur indonesia nanti ya wkwk,HATE
267,267,kolaborasi apik bareng duta genre kalimantan timur dalam agenda cegah stunting sama semangat abdi bangun negeri,NON_HATE
268,268,otak otak pikir taekkkk,HATE
269,269,waisak borobudur 4 juni 2023 asli saya datang kesini dan itu keren banget para bhikkhu nya juga baik baik di yoyakarta magelang para walubi nya juga amp tim keren banget sat set pas di acara waisak nya info pak presiden jokowi sama pak ganjar pranowo datang tetapi tidak lihat,NON_HATE
270,270,andai saja bapak gue ganjar pranowo,HATE
271,271,luar biasa memang para rawan dukung pak ganjar ini untuk itu mari kita sukses pilih presiden 2024 sama pak ganjar,HATE
272,272,jokowi boleh kalah tapi rakyt akan juang bela benar nya jokowi peduli rakyat lanjut kerja mu pak jokowi siapa yang anda tunjuk terus kan progrm kamu untuk maju bangsa kami akan pilih nya dan terima maju rakyat di papua dengan pembngunn dan didik,NON_HATE
273,273,lihat manuver dan gera prabowo subianto usai partai demokrasi indonesia juang usung ganjar jadi calon presiden 2024 temu jokowi hingga airlangga,HATE
274,274,rawan incar suara anak muda jabar cuma ganjar yang cocok jadi presiden toleran,HATE
275,275,salut banget lihat antusias para rawan dukung pak ganjar suskes terus pak,NON_HATE
276,276,rawan jokowi dukung pak ganjar agak lain memang,HATE
277,277,ganjar sambut datang bhikku thudong mudah mudah ini cermin ramah indonesia hadap siapa,HATE
278,278,turut baik pak ganjar tahan dulu nafsu keliling2 indonesia nya soal beliau masih jabat gubernur jawa tengah toh sudah banyak kenal juga kesan kalau kayak begini lari dari wajib kerja bagai kepala daerah keliling area jawa tengah dulu saja,NON_HATE
279,279,gibran saya dukung yang pasti menang yaitu ganjar pranowo,HATE
280,280,jokowi lepas ganjar loncat dukung penuh prabowo,HATE
281,281,sukses pilih presiden 2024 sama pak ganjar,HATE
282,282,gue yaakin iini bukan pak ganjar orang nya tapi tim nya,NON_HATE
283,283,ayo kita gotong royong untuk menang pak ganjar dalam pilih presiden 2024,NON_HATE
284,284,serap aspirasi milenias rawan kenal sosok ganjar di bandung,NON_HATE
285,285,luar biasa power ganjar,NON_HATE
286,286,rawan jokowi kumpul di senayan dukung ganjar,HATE
287,287,calon presiden 2024 ulama dan santri dukung ganjar,NON_HATE
288,288,di depan ganjar rawan jokowi deklarasi dukung untuk pilprea,HATE
289,289,rawan antusias sambut resmi rumah aspirasi ganjar,HATE
290,290,serentak jumlah lembaga survei hias prabowo erik geli banget lihat pindah nya yang mula all ganjar sekarang tinggal smrc yang lihat masih ganjar gila nya tetap sama framing anies kandas di putar pe sama padahal anies anteng2 saja,NON_HATE
291,291,kareba ada rusuh tidak terima hasil pilih umum ya ujung ujung nya deal politik biar tidak rusuh kalau cara kualitas prabowo memang bagus dari periode pe sama sudah ajak gabung itu logika,HATE
292,292,golkar dan kapan masih punya daya tawar kalau tidak ke ganjar ya ke prabowo,HATE
293,293,kapan dan golkar kabar adu cepat rapat ke partai demokrasi indonesia juang ganjar sanding airlangga atau erick thohir,HATE
294,294,hasto pantun sindir calon pimpin lain yang iri sama ganjar dan jokowi,HATE
295,295,ruth sahanaya kau segala pak ganjar,HATE
296,296,kapan minum kopi ke jambi pak ganjar,NON_HATE
297,297,semangat kepada para rawan dan seluruh jejer yang bantu pak ganjar,NON_HATE
298,298,ada banyak dukung jokowi yang kecewa prabowo masuk kabinet toh telah jadi menhan tidak bisa kerja juga,HATE
299,299,mantap pak ganjar maju terus kami dukung,NON_HATE
300,300,yaitu jawa tengah tengah rusak dari dalam agar ganjar lihat jelek mata umum karena warga buat ricuh main siapa lagi bukankah banyak dari m3eka yang guna demokrasi untuk dapat enak p mereka asal bicara contoh yang punya nadar yoyakarta jaka a,NON_HATE
301,301,iya saja lihat twit ganjar lumat sama anis grup,HATE
302,302,semua muka agama benar penting untuk bangun bangsa dan pak ganjar hasil dekat dengan semua umat agama mana,NON_HATE
303,303,ganjar pranowo sapa ribu karyawan industri hasil tembakau bojonegoro via videotron,HATE
304,304,bapak ganjar lebih baik urus daerah bapak dulu jawa tengah ini miskin ampun ampun pak,NON_HATE
305,305,mari kita satu dukung pak ganjar,NON_HATE
306,306,rencana ganjar nanggab dangdud di sidoarjo,NON_HATE
307,307,mari semua umat agama kita satu dukung pak ganjar,HATE
308,308,jokowi ingin pilih umum 2024 ini untuk dua calon presiden saja untuk ganjar amp prabowo saja maka jika anies lolos calon presiden dan bisa menang raih kursi ri 1 jokowi bisa stres berat,HATE
309,309,ganjar sendiri aku bagai gubernur gagal,NON_HATE
310,310,asalammualaikum pak ganjar saya dari plosok pekan baru riau dukung pak gajar pranowo,HATE
311,311,saya pilih orang yang punya narasi gagas yang jelas yaitu pak ganjar bukan orang yang suka otak atik kata hingga lebih bayar,HATE
312,312,orang muda ganjar baik jalan bareng masyarakat desa karang sari,NON_HATE
313,313,ya tidak bakal menang lah anies orang rival prabowo dan ganjar kalau misal calon presiden dua saja antara anies dan prabowo sudah pasti menang prabowo di atas angin apa lagi kalau tambah ganjar lebih anjlok lagi suara anies,HATE
314,314,sehat terus pak ganjar,NON_HATE
315,315,kami indonesia timur sudah jadi garda depan untuk dukung pak ganjar sehingga bisa lanjut program pak jokowi dan saya hanya bapak yang bisa percaya untuk lanjut program yang sudah jalan moga bapak mudah dalam segala urus hingga pilih presiden jalan lancar,NON_HATE
316,316,ayo buzzerrp ganjar ganti target bully dan fitnah,HATE
317,317,adi di tanya sebut 1 prestasi ganjar tidak bisa harus adi jawab lari dong,NON_HATE
318,318,ganjar contoh proses kreatif kepada generasi z dan milenial di jaka a,NON_HATE
319,319,sebut saja jnenge ganjar sang putih,HATE
320,320,moga moga yang maju dua pasang calon calon presiden saja antara prabowo lawan pak ganjar amin,HATE
321,321,heboh anak kecil hingga guru sekolah dasar rekam ikut deklarasi ganjar badan awas pilih umum lampung bakal investigasi,NON_HATE
322,322,ricuh bagi sembako rawan ganjar,NON_HATE
323,323,jokowi di hati ganjar di nanti,HATE
324,324,ganjar sowan ke ulama di cirebon jejak sigundul jungkook dewa 19 ukraina aku milik besok senin alan walker jihyo yoyakarta nasi goreng siwon madrid tulus bakri nct dream is coming,HATE
325,325,kalau cuma buat visi misi suruh chat gpt saja selesai 1 menit haha coba lihat track record ganjar laut habis dia cuekin bukti banjir air pasang pantai utara jawa,NON_HATE
326,326,ganjar amp rawan memang tidak punya adab,HATE
327,327,padahal ada lanjut bahwa megawati kata diri juga tugas pak ai sepe i ganjar dasar setan kadrun tukang fitnah,HATE
328,328,bukti ganjar pranowo cinta toleransi,HATE
329,329,karena cawe2 swing voter langsung pasti pilih ke anies ranting kering jadi pegang ranting patah yang pegang jatuh teng banteng partai demokrasi indonesia juang jokowi akan cawe cawe sama ganjar,HATE
330,330,karena cawe2 swing voter langsung pasti pilih ke anies ranting kering jadi pegang ranting patah yang pegang iya jatuh teng banteng partai demokrasi indonesia juang jokowi akan cawe cawe sama ganjar,HATE
331,331,biar kalau tidak punya malu sekali sanding dengan ganjar,NON_HATE
332,332,para melinial pun dukung ganjar pranowo calon presiden baik indonesia,HATE
333,333,pidato bupati biak numfor pada hari lahir pancasila oleh sebab itu ganjar pranowo yang paham dan mampu aplikasi pancasila di indonesia,NON_HATE
334,334,mantap pak ganjar pranowo layan rakyat dengan hati,HATE
335,335,o sutradara survei video klip pak ganjar sudah siap itu,NON_HATE
336,336,2024 p ganjar,HATE
337,337,mau siluman juga sila sanding dengan ganjar biar seru tonton film nya,HATE
338,338,cawe cawe sama ganjar dukung prabowo jadi republik indonesia 1 wkwk,NON_HATE
339,339,ini sudah dari pilih gubernur juga dukung anis kan ketua tuty alawiyah menteri era orde baru tidak mungkin dukung ganjar,HATE
340,340,simple happiness,NON_HATE
341,341,lihat biasa pak ganjar,NON_HATE
342,342,110 triliun ngeri naik empat kali ya dari 2019 tidak masuk akal pantas bawasnies dan ganjar erik yang bakal tang komisi pemelihan umum wanita emas pilih umum di malaysia 3 enam triliun saja sudah mahal dalam sejarah malaysia,NON_HATE
343,343,selalu elegan pak ganjar,NON_HATE
344,344,mohon maaf kami tidak percaya mulai dari rekam jejak di militer sampai pilih presiden 2019 tidak mungkin karakter manusia ubah dalam waktu satu malam tetap ganjar pranowo,HATE
345,345,maju maju pak ganjar,HATE
346,346,pak ganjar pranowo dan pak koster adalah pahlawan bola israel karena hasil usir mereka dari indonesia sehingga leluasa main bola di argentina sampai semi final,NON_HATE
347,347,ini tanda ganjar tak yakin dengan ganjar surve atas tetapi masih takut sama yang rendah jadi tanda besar ada apa dengan calon presiden ganjar apa yang mau di pamerkn dari ganjar,NON_HATE
348,348,jangan kaesang andai ganjar yang pasang jadi cawali depok tidak bakal menang apalagi giring kambing,HATE
349,349,sowan ke laskar agung macan ali ganjar beri gelar anggota hormat luar biasa,HATE
350,350,ganjar selalu depan,NON_HATE
351,351,tuhhhh sifat asli den ganjar,NON_HATE
352,352,dari siluet nya saja ia tampak cantik siapa yang tidak kenal dengan sosok pak ganjar ya mungkin,NON_HATE
353,353,padahal jangan kaesang ganjar saja pasang jadi cawali depok tidak bakal menang,NON_HATE
354,354,kadrun yahudi tolol baru kemarin sih ganjar bokep koar koar memang prestasi sih ganjar bokeb apa,HATE
355,355,rawan jokowi deklarasi dukung untuk ganjar pada pilih presiden 2024,NON_HATE
356,356,pak ganjar itu orang nya sangan rakyat ya,HATE
357,357,pak ganjar orang nya rendah hati ya,NON_HATE
358,358,kerja untuk rakyat itu pak ganjar,HATE
359,359,sila sanding dengan ganjar jika kuat memang mau main strategi apa sih,NON_HATE
360,360,maju terus pak ganjar jiwa negara satu republik indonesia panggil mu untuk pimpin bangsa indonesia,HATE
361,361,betul jangan buru buru takut nanti umumim calon wakil presiden koalisi malah bubar jadi nanti kalau tidak laku ya mungkin bisa jadi calon wakil presiden prabowo atau ganjar itu kalau prabowo tak jadi calon wakil presiden ganjar kalau jadi ya wassalam,HATE
362,362,pak ganjar jangan terlalu sering show pasu rawan mereka sedikit pak blusuk ke daerah lah banyak yang belum di sentuh utama luar pulau jawa jangan lupa jawa barat juga masih tipis 38 provinsi pak yang bikin menang tidak hanya 5 provinsi pak ayo semangat,NON_HATE
363,363,ganjar masuk masjid jumpa rawan tidak pernah kejar badan awas pilih umum jika anies panitia laksana nya malah takut takut bubar badan awas pilih umum,HATE
364,364,ganjar pranowo sambut riah di acara konsolidasi partai demokrasi indonesia juang daerah khusus ibukota di gelora bung karno senayan,HATE
365,365,saya dan warga di lurah sangat percaya survei ini ganjar adalah terus jokowi ganjar akan terus cara hutang yang banyak ala jokowi mobil esemka begitu istimewa,HATE
366,366,gue di pihak pak ganjar,NON_HATE
367,367,periksa kembali data ya bu miskin di jawa tengah turun lama pak ganjar jadi gubernur sampai 1 juta jiwa,NON_HATE
368,368,berapa tahun jaka a dari daerah miskin jaman jajah sampai makmur sepe i sekarang ini walaupun ada juga yang kurang mampu jadi pak ganjar baru 10 tahun bangun jawa tengah ya be ahap lanjut jadi presiden 10thn lagi,NON_HATE
369,369,ayo kita satu baris dukung ganjar pranowo for presiden 2024,NON_HATE
370,370,dkungan ganjar bagai calon presiden 2024 makin kuat,NON_HATE
371,371,rawan jokowi kumpul di senayan deklarasi dukung untuk ganjar pranowo di pilih presiden 2024,HATE
372,372,berapa tahun amerika jadi negara besar berapa tahun jepang makmur berapa tahun cina kayak pak ganjar 10 tahun bangun jawa tengah bila belum makmur ya wajar yang penting bangun dijateng jadi dan makin baik ekonomi,NON_HATE
373,373,rawan jokowi deklarasi dukung ayah ganjar pranowo pada pilih presiden 2024,HATE
374,374,ganjar menang total merdeka moga juang ini di berkah dan di rida oleh allah subhanahu wa taala amin,HATE
375,375,momen ganjar dan erick thohir kompak terbang lampion waisak di borobudur,HATE
376,376,soal pilih pimpin gue rasional dan realistis saja jelas kelas anis jauh di atas ganjar no debat,NON_HATE
377,377,indonesia negara pak ganjar presiden ku mari sukses pilih umum demi indonesia yang lebih maju,HATE
378,378,lebih baik pak miduk usul prestasi pak ganjar ini pakai buat ajang internasional misal lomba renang begitu masa mau promosi karya pak,NON_HATE
379,379,den ganjar bagaimana toh,NON_HATE
380,380,ganjar pranowo,HATE
381,381,pak ganjar memang kader partai demokrasi indonesia juang sejak muda jadi cocok kader pak ai tugas pak ai,NON_HATE
382,382,tetap semangat pak ganjar jejak sih gundul dewa 19 ukraina aku milik alan walker siwon besok senin pendekar yoyakarta nasi goreng tamsis jungkook bakri sment stop mediaplay jihyo tulus,HATE
383,383,erickthohirnews kapan sanding dengan ganjar ini komentar erick thohir republika online mobile bangkitbersamaet,HATE
384,384,ganjar pranowo kembali sowan ke jumlah ulama kali ini dalam kunjung ke cirebon jejak sih gundul dewa 19 ukraina aku milik alan walker siwon besok senin pendekar yoyakarta nasi goreng tamsis jungkook bakri sment stop mediaplay jihyo tulus,HATE
